"x","y","out1","out2","out3"
5.85134483118236,-1.22716795079458,0,1,0
-2.20664848459418,7.62883443544691,0,0,1
-2.96064560374537,-7.59506483240034,1,0,0
-8.19477266751323,0.177854965519044,1,0,0
-3.78575827046749,-4.01488596928194,1,0,0
-6.20432757411712,-4.02606352250827,1,0,0
-0.242296371028173,-4.1297273044486,1,0,0
7.80787934710938,-5.66758041803261,0,1,0
-0.0131984036792362,6.37192837200261,0,0,1
-4.65849985555896,-0.235145855067051,1,0,0
-7.08195423897332,-2.86088087783861,1,0,0
0.229467921157791,3.09107760755839,0,0,1
-5.64033573453436,-0.176975427421694,1,0,0
0.0790983044047957,0.0778793352251661,0,0,1
-7.25987932390398,0.304163448747981,1,0,0
-7.36334177690471,-0.581218583850323,1,0,0
-0.649825346047825,-4.998660971885,0,1,0
7.3859827245933,-4.33086584100599,0,1,0
7.58075611365611,-5.35530469533974,0,1,0
1.65058405444669,-7.44644867556185,0,1,0
5.11996495527578,-6.42828984883913,0,1,0
-4.25869298728454,0.303780836767395,1,0,0
0.30332669500552,3.42003042811603,0,0,1
-5.52920188959249,-3.41361382687873,1,0,0
2.80874224280074,-5.7273123191001,0,1,0
0.887758850493793,-2.69120649981102,0,1,0
-6.86618322717908,-1.32663115235108,1,0,0
-0.801700076081399,5.51676727958414,0,0,1
3.55668831070938,5.68735193821133,0,0,1
4.24731069983844,0.27317394811036,0,1,0
5.84334715559599,-7.43201467694092,0,1,0
3.00616343293478,-0.164242463340891,0,1,0
-4.74833066222243,-4.53491079122773,1,0,0
6.95486217675725,1.65243264892346,0,1,0
5.72753785070191,-7.06312150262422,0,1,0
-0.639947370713224,6.35657069419612,0,0,1
1.0968137914316,-7.86185452381098,0,1,0
-7.79831961974287,-3.6770634235667,1,0,0
-0.88474900127161,5.06513981293462,0,0,1
2.53491256733211,5.88649664913303,0,0,1
-6.83373406613616,-1.96863654480816,1,0,0
-4.38127049783444,-0.687040361254495,1,0,0
1.71575193719111,-0.847915702475887,0,1,0
-3.97154789225917,1.88746945524926,1,0,0
0.0351422265319089,7.00010858555673,0,0,1
4.49920721534761,-8.93831799878032,0,1,0
-2.91912332925268,6.21852814441071,0,0,1
0.0223096105699898,4.68744507744148,0,0,1
5.12041027736573,-3.78485173534252,0,1,0
-3.61610462587477,-0.64451700828158,1,0,0
0.708444625961149,-6.21180909325141,0,1,0
8.18529837958048,-6.69282709986199,0,1,0
-7.22713341861351,-4.06576824968314,1,0,0
-5.07938227039787,-4.18116062685056,1,0,0
-6.68452909514325,-5.4004909718476,1,0,0
1.83639957456747,-2.9355133317299,0,1,0
-0.551290359477764,9.08758632921295,0,0,1
2.60966109888173,2.88325836537292,0,0,1
3.92308814190894,-6.22536647630804,0,1,0
1.06146112443094,5.27603860758218,0,0,1
-4.72092001721204,-5.32233129284122,1,0,0
1.12395733795133,3.74507100494995,0,0,1
7.93392085068283,-0.411756453902999,0,1,0
3.74337432463811,-3.38571396968252,0,1,0
-1.62083445485664,2.26343047077212,0,0,1
6.81223390547543,-4.91405482623602,0,1,0
-6.86131934910409,-7.37078199460769,1,0,0
-0.169661613386881,1.14722215127929,0,0,1
-2.99976048112426,7.14734478204842,0,0,1
-0.52449289949134,5.58351388092369,0,0,1
-7.11048319643539,-2.97895066844392,1,0,0
2.96031627420901,5.31878384927898,0,0,1
1.42214290419258,-2.42381596621773,0,1,0
-1.32746321652293,8.75834890176472,0,0,1
6.64788526977884,2.03622866436588,0,1,0
-2.23475457642751,8.03922976592296,0,0,1
-2.53582756735935,-1.11170664200575,1,0,0
5.12952320834703,-0.502900717672474,0,1,0
6.11913086693925,-3.46828989454064,0,1,0
-0.434951761916728,6.19782027066242,0,0,1
11.2581210511757,-4.84221631001666,0,1,0
-6.73898172812871,7.52890314339248,0,0,1
-2.88411800109336,4.62333961392803,0,0,1
3.0066119057725,-2.26069619087684,0,1,0
0.147046624132404,5.44482511341622,0,0,1
-5.56948644743845,-3.03090798610056,1,0,0
-2.55025712175579,-3.69965030134576,1,0,0
5.07016510677293,0.783911215964243,0,1,0
5.7939234831872,-0.633286133530121,0,1,0
-6.08586793939634,-1.8340850790085,1,0,0
5.81787216615486,-4.25200449754727,0,1,0
-7.33873087141019,-1.80473705569886,1,0,0
8.04399780235825,-4.24658914570407,0,1,0
-3.81912381441922,4.52952748256002,0,0,1
-4.06233800026515,6.69536498431016,0,0,1
-4.23128679333237,-2.0540070894497,1,0,0
-8.22699898589272,-1.7216152573741,1,0,0
-5.87319862432419,-2.55296318606088,1,0,0
6.56693962276665,-3.84222980005789,0,1,0
-3.50404481015013,-0.821726250499196,1,0,0
-1.24752805052142,-2.1868160368762,1,0,0
-0.438622821230211,6.26463937627886,0,0,1
-7.93423345422736,-3.29082881796027,1,0,0
-1.34412202969651,6.23117688989664,0,0,1
2.10103791727375,3.10650962483473,0,0,1
10.422635483626,-2.97144793749486,0,1,0
-9.81121555671907,-3.69824985348975,1,0,0
-0.774502380467211,7.31976000713107,0,0,1
4.32819944215995,0.866462667219156,0,1,0
3.62751976732423,-4.35822192681089,0,1,0
3.57043446219804,8.64189814665838,0,0,1
-3.67780339997994,-7.26283569202859,1,0,0
-1.13941093712378,10.0465392736807,0,0,1
2.23954611331275,5.69227364935352,0,0,1
-6.19103730993518,-2.08340676847675,1,0,0
0.827556096145832,-0.811024145118401,0,1,0
-4.29209553884381,0.503957653317268,1,0,0
-4.16951664051104,-5.15524355181641,1,0,0
-4.48427290593865,-2.15443955682089,1,0,0
-1.16645179141815,-2.06964166349439,1,0,0
4.8598238201026,-2.06001216504618,0,1,0
-2.98944226750729,-7.33226526095452,1,0,0
-6.67230728444431,0.955699287782406,1,0,0
3.51816903366207,-3.04445461618167,0,1,0
-5.65719218350605,-8.60323153315124,1,0,0
-2.08565782056479,-3.2168801264067,1,0,0
-3.86744331586589,-1.02389005145065,1,0,0
-0.750563920684184,4.68894554724692,0,0,1
-7.47293490881736,-3.73715185032763,1,0,0
4.74957309046899,-5.96050479771891,0,1,0
7.07793508232014,-2.65993272323092,0,1,0
0.00578273596520429,-2.47444554762603,0,1,0
8.60581417272573,-4.7975175630157,0,1,0
2.53617405249685,6.35322915786977,0,0,1
1.16803576760404,-3.51602882411041,0,1,0
-2.88652198424732,2.88954201498719,0,0,1
7.80397566407689,-5.21908698091967,0,1,0
-2.09719290248764,4.8614895311923,0,0,1
6.89116758855357,0.312964193984562,0,1,0
-5.34653326844036,-6.46553390506435,1,0,0
4.536831582014,-3.59269618142745,0,1,0
-4.07155672212541,0.448528206931295,1,0,0
3.71526285804759,-3.78592223971626,0,1,0
4.29511744909549,-5.48158118742381,0,1,0
5.14222386355318,9.72499692547045,0,0,1
-6.29690954054702,-2.74394278539476,1,0,0
-4.07352706126066,9.86337915755222,0,0,1
-3.21946100144323,-2.85813171195085,1,0,0
-5.76648288854698,-1.28005887097516,1,0,0
3.28998900591007,-1.89459217789812,0,1,0
-3.19646186666975,-3.51569979324977,1,0,0
2.22156301594567,8.66662211109117,0,0,1
-5.72548712808992,8.47257580536539,0,0,1
-5.05062523603085,1.47014260349606,1,0,0
1.3034691014701,-4.48790147297244,0,1,0
3.13100028036422,7.98749544269371,0,0,1
4.29805994856644,-3.59824439365923,0,1,0
4.205661249113,-2.45361577248192,0,1,0
-4.63915179858212,-5.62884293193132,1,0,0
-7.63530942745199,-2.20962644097666,1,0,0
-1.90333618514687,-0.605193780253496,1,0,0
-3.49342658619238,-2.30543880583058,1,0,0
-4.81497586505327,-0.719401149210171,1,0,0
0.269564481627863,4.60065921848326,0,0,1
-1.91796615423756,8.15026427617444,0,0,1
-0.927082497160342,9.63891218868423,0,0,1
1.55671708932531,5.81291097110281,0,0,1
-2.90567487610795,4.97073344580001,0,0,1
-6.50160905882328,-1.60671350629664,1,0,0
-1.87910793407109,7.36480609042444,0,0,1
-2.09172033845209,-1.10765392530421,1,0,0
-2.62384339683082,-3.20146235480524,1,0,0
-0.222564585770744,5.6685290260775,0,0,1
-0.171975137736437,9.36050322833865,0,0,1
-11.6875793197567,-4.06696637544655,1,0,0
3.38955661537264,-5.42275660724197,0,1,0
-5.90813161050197,-0.691100075779508,1,0,0
-0.371351589007254,5.5476669022251,0,0,1
2.52686139547248,4.12904566659515,0,0,1
-0.160823464473659,6.29671969686176,0,0,1
4.98187480839849,-0.815051036284045,0,1,0
2.05186213131559,-2.75203280064301,0,1,0
-1.54755027569824,4.49635652238191,0,0,1
6.90972717943661,-1.71196228082241,0,1,0
-5.19109807576747,-0.639089332662508,1,0,0
6.49512229757814,-3.06447832284738,0,1,0
-1.862687986169,8.00496799588489,0,0,1
-3.12565755040143,-1.20349166379509,1,0,0
-3.6176090006118,-2.11545070618039,1,0,0
3.74770921666446,3.60674633147626,0,0,1
3.75355243860213,-0.209317123852424,0,1,0
6.9426564558659,-3.49771191262039,0,1,0
1.63347016501916,-0.136615482582441,0,1,0
-0.202805120477224,7.55287771025263,0,0,1
-5.23279878171457,-8.3838753796152,1,0,0
2.72564460273652,5.53116139436475,0,0,1
-3.29360557170386,-1.32702608303615,1,0,0
0.274224079086364,4.98830131033463,0,0,1
4.03007298579847,-4.4826683985872,0,1,0
-3.78735778827151,-1.50907058570027,1,0,0
7.32601453463207,0.397337887558239,0,1,0
-4.72362880677763,-3.36222710452826,1,0,0
-4.8574719655912,-3.62723265036829,1,0,0
1.21742528573014,2.21689157529693,0,0,1
-4.19157567072396,-3.51323933736438,1,0,0
2.97213341727342,7.8796837776615,0,0,1
-8.03009117851425,-4.89576627417647,1,0,0
6.99617960036005,-5.50065113124784,0,1,0
1.67777702030786,7.47524388440723,0,0,1
-6.94140784978251,-5.91803292709182,1,0,0
0.254882291319384,-1.63231260655605,0,1,0
-4.1945155901904,-1.05557109693268,1,0,0
-3.98896230698017,-0.324494903762706,1,0,0
-2.56037223541535,-2.13573890586198,1,0,0
-2.54288620286085,-6.34054350302653,1,0,0
-7.50462940765839,-3.89543964549067,1,0,0
0.674926483391369,-4.58095780386191,0,1,0
-1.50026946294178,4.75891642835788,0,0,1
4.25759486974767,-4.70511559636989,0,1,0
-6.59505423115483,1.72505455431264,1,0,0
2.95589476355628,-4.6356115399737,0,1,0
-6.11206113819448,-4.12672168934642,1,0,0
-2.92716524053965,-0.285158645102868,1,0,0
2.31168842694991,7.30743882733926,0,0,1
-1.79132312054055,7.71424004632244,0,0,1
0.0527977476011661,3.1710912212504,0,0,1
-6.47517334206644,0.07144192453298,1,0,0
-10.9088489403562,-4.89575769398753,1,0,0
-3.94730417450868,-0.645738782322734,1,0,0
0.654488595251685,3.06526213780132,0,0,1
-1.82989772253715,8.11620745164172,0,0,1
-9.28437654737635,-8.48021127319074,1,0,0
2.80251342917343,1.70900711528636,0,1,0
1.81140354649131,-3.04267977379727,0,1,0
3.72197116562914,-4.89245707076729,0,1,0
0.428025342175568,4.75034610524764,0,0,1
9.26883062972723,-1.60675844078379,0,1,0
-1.21271946336307,7.48303882294261,0,0,1
5.5945666539812,-2.56011009382041,0,1,0
8.70844448054253,-1.90326340162376,0,1,0
4.58999648508169,-2.76956980135242,0,1,0
2.27949320849852,-0.930672003780244,0,1,0
-7.74522745570656,-6.91872749352381,1,0,0
6.54382832922962,-3.27753501768844,0,1,0
3.03091980226421,-3.23339768789746,0,1,0
-7.71419718417632,-1.21734548750601,1,0,0
-6.79157596801476,-2.22641303345477,1,0,0
-2.94396759499063,4.13628206774707,0,0,1
4.74896459087429,-3.53479782029295,0,1,0
-2.90091862861166,-7.38900698627034,1,0,0
-6.81544692452916,-2.90506203681357,1,0,0
2.98710328828705,-3.82838014737577,0,1,0
3.87089392982686,7.54617687048604,0,0,1
-6.0359927202475,-2.0896899503802,1,0,0
-5.04659512350155,6.85423630152056,0,0,1
2.49501813139798,-3.9117361803066,0,1,0
-4.9159477288412,-2.2291868636215,1,0,0
-6.30718546062982,-6.64330724514502,1,0,0
0.596174278114728,-3.81800734455132,0,1,0
3.56293883041547,-0.823640761998099,0,1,0
-4.96070765116021,-1.86967123173471,1,0,0
1.24940920168443,2.23395760197792,0,0,1
-3.477453094267,-4.22299409285812,1,0,0
-5.63572983119728,-3.38302622110496,1,0,0
-9.3183375448158,0.170842463839562,1,0,0
2.13137961414213,4.90989239124124,0,0,1
-6.53339640830587,-3.42892686159626,1,0,0
-1.31478323695568,-1.50755746971195,1,0,0
-2.20857174038846,4.72429815998168,0,0,1
4.78743820737326,-2.78147466017743,0,1,0
0.554758832689263,4.51375686416032,0,0,1
1.73464609681161,4.57431378330702,0,0,1
-8.349300237206,-0.791627148901491,1,0,0
-9.29465677608417,-6.11276271012084,1,0,0
1.47918267020649,1.03936731610559,0,0,1
2.84370072594242,-1.76254831196241,0,1,0
-8.45198947191562,-5.95564964929104,1,0,0
6.58080711028445,-2.36355343722519,0,1,0
0.113034913549842,7.38962033164488,0,0,1
0.160165643397821,5.77476992694881,0,0,1
-6.2492815667283,-0.170930243651404,1,0,0
3.09061618942474,10.1400135936618,0,0,1
3.9561958364859,-3.17453337071492,0,1,0
5.93875309002453,0.498769393897759,0,1,0
4.46728633096814,-1.3927216645618,0,1,0
-1.59645678008612,-2.37530297569145,1,0,0
1.71236058086893,2.73679017682554,0,1,0
2.82822254277647,0.284336680307195,0,1,0
-1.28219485280553,-0.15020353680922,1,0,0
-1.26350724232406,7.06395588548679,0,0,1
2.68358800678693,4.78685508503064,0,0,1
-2.58525424986182,5.19548442561476,0,0,1
-1.12854319294934,6.1499935828793,0,0,1
3.74628583845701,-2.77544350294515,0,1,0
-5.35545891200558,-2.92603275210946,1,0,0
4.89531824451642,-5.58147974810057,0,1,0
-3.93222828106276,-4.59110024902157,1,0,0
0.200269956119857,3.92277039060396,0,0,1
4.13656343714279,0.675722509621624,0,1,0
-3.26501211442296,6.6156677224926,0,0,1
-2.36314529235365,-4.35940924369346,1,0,0
6.85748555168448,-2.7414531391423,0,1,0
-2.08295023883737,3.08185369065636,0,0,1
6.44819215263397,-5.94105953337243,0,1,0
0.0614672543471988,6.39159451424134,0,0,1
-1.80499809058641,7.82112276767522,0,0,1
-2.4072760755117,-0.369064800353217,1,0,0
-0.998358536293076,3.19194102977551,0,0,1
-4.74258751997979,-2.94838873029467,1,0,0
-5.88259539563365,-4.86017000324867,1,0,0
-5.63608948489691,-2.55203636972895,1,0,0
1.16639505115524,7.76831013696488,0,0,1
-4.5974278133074,-3.99024743539259,1,0,0
-4.53992618176054,-2.40564238987561,1,0,0
-7.90514023740174,-4.33740601449429,1,0,0
0.862237097168067,7.31699661098044,0,0,1
0.00742557901872916,2.64455336860299,0,0,1
2.37347056568884,-4.39045994187617,0,1,0
-2.63712012765159,-3.00708225648905,1,0,0
4.1188407962401,5.07576317311836,0,0,1
-1.64833171749082,5.39047541258961,0,0,1
-2.2414804484073,4.48724516151033,0,0,1
3.56433411555568,-3.7381078342972,0,1,0
-11.2909133642253,-7.16596073077055,1,0,0
5.06916549074159,-0.202565057212088,0,1,0
2.79484530956616,8.31272751228901,0,0,1
-1.09227339159792,0.467326122981595,1,0,0
1.18610132881083,3.16649982999948,0,0,1
3.22836939732532,7.29994588082059,0,0,1
-4.7695260633107,0.0659639103178873,1,0,0
-3.94377337259717,0.607023130642411,1,0,0
8.92140776615577,-2.75484903536627,0,1,0
-2.01070316160467,-4.53611896167411,1,0,0
2.01320649033778,-4.35585023230529,0,1,0
-2.49268401033954,-0.110016973150862,1,0,0
3.09464900877819,6.29381542290061,0,0,1
-6.41825864058982,-0.561989640034509,1,0,0
2.42148632495585,5.09459966486083,0,0,1
-3.90636748347697,1.67566080397396,1,0,0
-7.04004987847176,1.01192326362115,1,0,0
-2.04799970971933,-6.41508248105581,1,0,0
7.12222009392775,-6.74550848424108,0,1,0
-0.176177642161322,9.92752759935971,0,0,1
-5.17224360588099,-3.64152475469537,1,0,0
7.25952429714501,-3.97368996069729,0,1,0
-0.337920888150973,9.51520455358209,0,0,1
4.29023404801434,-1.07103036861249,0,1,0
3.52673238018389,-4.60865678490395,0,1,0
-2.85616679289106,0.843244638935585,0,0,1
-4.88839649107517,-1.57863593017411,1,0,0
1.81248013985095,5.75583060063461,0,0,1
-2.66410659750938,-3.72832946759246,1,0,0
2.24597026058952,-3.85222085480037,0,1,0
-8.60970243645516,-2.11231478436954,1,0,0
7.12697301338952,-5.28301509602315,0,1,0
-6.32529072875067,0.0349073220851395,1,0,0
-6.48172637378857,0.760955140706408,1,0,0
4.52431694822094,-2.43125762827494,0,1,0
-1.19727772938878,2.26891947729658,0,0,1
4.09537610668259,-3.81067293139326,0,1,0
1.83323447410667,11.7919621243897,0,0,1
3.33662338740018,8.548981692377,0,0,1
-3.2525427953019,4.20968434226523,1,0,0
-2.16874016108801,2.24344696085405,0,0,1
2.02666895904477,2.86786387171163,0,0,1
4.06351229563072,-4.89790564706998,0,1,0
-7.02125614739918,-3.32749415995438,1,0,0
4.13478523515093,-1.48470372043554,0,1,0
-2.40972942880152,4.94134897814612,0,0,1
-1.63163873281845,-6.28556773734476,1,0,0
4.02436887696935,-4.42130511465399,0,1,0
2.10314232824197,8.30469784677836,0,0,1
-0.0737240171619939,-1.79145958825498,1,0,0
4.71645052997147,5.74421928346778,0,0,1
4.95153179856761,-0.887176215978392,0,1,0
-4.37610600977547,5.42008529592332,0,0,1
-7.11727191007671,-3.84598647463666,1,0,0
-3.37979497710275,-4.07402141729239,1,0,0
1.3224424361389,6.49609555787737,0,0,1
7.2553249681956,-3.73649594467639,0,1,0
-5.74234359645583,-4.13729568631159,1,0,0
2.03616431620569,9.53335484188939,0,0,1
-8.16238725432882,-4.70512139953144,1,0,0
-0.665733633463391,-4.41639900661274,1,0,0
7.6765157582669,-0.443828795284789,0,1,0
4.60016531121597,-5.46405794894737,0,1,0
-0.500266378178429,9.31154913716006,0,0,1
-0.501409846856887,0.580379123378599,0,0,1
